Accession,Description,"Abundances (Grouped): F1, 126","Abundances (Grouped): F1, 127N","Abundances (Grouped): F1, 127C","Abundances (Grouped): F1, 128N","Abundances (Grouped): F1, 128C","Abundances (Grouped): F1, 129N","Abundances (Grouped): F1, 129C","Abundances (Grouped): F1, 130N","Abundances (Grouped): F1, 130C","Abundances (Grouped): F1, 131N","Abundances (Grouped): F1, 131C"
Q9NWV4,UPF0587 protein C1orf123 OS=Homo sapiens OX=9606 GN=C1orf123 PE=1 SV=1,56234.67773,50688.04492,87785.48047,67674.20703,69478.83203,47394.76563,50839.48242,61865.6875,55153.46875,53891.49023,86450.07813
Q14257,Reticulocalbin-2 OS=Homo sapiens OX=9606 GN=RCN2 PE=1 SV=1,45843.36719,29120.96973,53678.39844,53332.47852,46976.03906,32595.16895,30550.9082,33585.44922,39165.24707,35220.90723,50168.44141
Q5FWE3,Proline-rich transmembrane protein 3 OS=Homo sapiens OX=9606 GN=PRRT3 PE=1 SV=3,176611.375,83973.47266,179079.7109,157841.2266,139542.3008,99443.83984,103288.957,103105.9805,105726.5625,97248.33984,169350.9219
P42338,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform OS=Homo sapiens OX=9606 GN=PIK3CB PE=1 SV=1",58441.5498,49950.39111,76813.2334,87211.03711,64983.75586,43884.52441,51936.07178,58693.80762,56020.02539,61745.56348,76499.05957
P62753,40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6 PE=1 SV=1,51199.43555,33266.0127,53437.96289,72859.70508,48079.89258,35838.68848,48567.20508,38596.83984,34567.16895,29571.07617,65116.72852
P49366,Deoxyhypusine synthase OS=Homo sapiens OX=9606 GN=DHPS PE=1 SV=1,11007.26563,19410.04297,8000.575684,32826.35449,25141.26172,22136.61816,17988.11426,19692.25098,7346.990845,6852.284912,61381.31641
O00442,RNA 3'-terminal phosphate cyclase OS=Homo sapiens OX=9606 GN=RTCA PE=1 SV=1,,,,,,,,,,,
Q9BT09,Protein canopy homolog 3 OS=Homo sapiens OX=9606 GN=CNPY3 PE=1 SV=1,25128.98828,21726.60938,36090.79688,30508.77344,28194.25,18148.89063,20274.39648,23804.17188,22948.24023,20955.8125,36216.45313
Q9BXF6,Rab11 family-interacting protein 5 OS=Homo sapiens OX=9606 GN=RAB11FIP5 PE=1 SV=1,16983.10107,22994.56494,37094.64844,32199.14648,32836.875,23738.23096,26730.50684,21647.03174,36466.54395,20864.75244,30999.31055
Q9P1U1,Actin-related protein 3B OS=Homo sapiens OX=9606 GN=ACTR3B PE=2 SV=1,17905.50586,15351.54639,22339.75781,17018.20166,22645.03711,13035.21094,17108.64258,21100.85742,15414.04102,19565.55029,15390.03516
Q8N163,Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=2,15770.75244,6686.991943,19589.83447,10586.0083,11857.61865,10417.53369,13113.26953,7282.705078,11008.84863,12307.7959,13623.21973
Q8WZA0,Protein LZIC OS=Homo sapiens OX=9606 GN=LZIC PE=1 SV=1,54181.2832,72265.80469,66139.45313,60311.04492,63803.68359,53734.37695,46670.52832,83967.16992,42173.93262,60569.4668,58545.31641
P53618,Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=3,35152.18652,30293.02148,44678.68652,64020.60352,38451.81445,41234.18848,26913.42773,51646.14258,18756.8584,41742.43652,72358.92187
O14618,Copper chaperone for superoxide dismutase OS=Homo sapiens OX=9606 GN=CCS PE=1 SV=1,11935.6582,9140,13241.89941,17345.60742,13853.36426,12617.36914,10369.06348,14525.375,10319.5332,8984.401367,19106.37891
Q13332,Receptor-type tyrosine-protein phosphatase S OS=Homo sapiens OX=9606 GN=PTPRS PE=1 SV=3,29507.51367,14232.91553,25365.61816,25845.54785,22137.43213,22178.34521,22592.45508,20017.73145,14225.9502,19416.7998,27309.52734
Q9Y4F1,"FERM, ARHGEF and pleckstrin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FARP1 PE=1 SV=1",,,,,,,,,,,
Q9BZK3,Putative nascent polypeptide-associated complex subunit alpha-like protein OS=Homo sapiens OX=9606 GN=NACAP1 PE=5 SV=1,,,,,,,,,,,
Q9UJ14,Glutathione hydrolase 7 OS=Homo sapiens OX=9606 GN=GGT7 PE=1 SV=2,9461.821289,8296.589355,16244.70117,12228.71851,14016.96387,8977.75708,9256.497803,7645.516846,6704.066162,9285.194092,10590.24463
Q15369,Elongin-C OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1,15347.31738,10909.95483,19279.77979,14817.271,19333.84717,13862.24414,14041.42236,18396.56689,10022.75977,17104.46484,18864.95361
P67870,Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=1,20275.04736,25558.54102,35571.49219,51465.51563,31458.11719,23769.04248,23730.7207,30487.08691,28641.52734,22233.76172,32881.41504
P24588,A-kinase anchor protein 5 OS=Homo sapiens OX=9606 GN=AKAP5 PE=1 SV=3,39459.50098,26209.69629,39335.41113,40122.91699,32086.53516,32287.35059,20973.28711,35455.88672,22722.01172,29593.28906,26162.85059
Q8IYB3,Serine/arginine repetitive matrix protein 1 OS=Homo sapiens OX=9606 GN=SRRM1 PE=1 SV=2,35846.79297,24546.27539,44426.14063,34921.82813,36260.03516,27442.38477,29893.45703,39104.58594,27423.17383,24283.28906,41216.04297
Q9BW62,Katanin p60 ATPase-containing subunit A-like 1 OS=Homo sapiens OX=9606 GN=KATNAL1 PE=1 SV=1,13566.28418,7401.250488,18298.03418,11042.52319,13959.82324,6139.857056,9592.399658,11204.41626,9290.859375,12467.97217,9921.23877
Q96ST2,Protein IWS1 homolog OS=Homo sapiens OX=9606 GN=IWS1 PE=1 SV=2,80260.32031,102527.4922,108104.8047,207549.2344,126007.8984,138737.3125,119673.9766,115813.8984,61863.27734,60143.73438,226225.0313
P23258,Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=1 SV=2,30117.54199,16381.20703,32344.04004,23540.89746,33380.42578,15092.8125,19269.6416,20477.99414,19574.42871,19111.23486,35610.33984
Q8WW12,PEST proteolytic signal-containing nuclear protein OS=Homo sapiens OX=9606 GN=PCNP PE=1 SV=2,28068.34863,12070.94458,20247.74268,28456.44434,19926.44678,11271.76465,15836.16357,13330.8252,17859.88623,10058.32324,28182.76172
P07686,Beta-hexosaminidase subunit beta OS=Homo sapiens OX=9606 GN=HEXB PE=1 SV=3,30016.67871,24544.88525,39678.24902,36751.74609,29447.85059,23283.26221,28947.60645,31434.44824,19327.70947,18302.68213,42101.53125
Q96B36,Proline-rich AKT1 substrate 1 OS=Homo sapiens OX=9606 GN=AKT1S1 PE=1 SV=1,75228.19336,41906.75391,63652.01953,56081.34961,59610.13477,37216.94824,39685.13965,43614.10254,38382.2373,37093.43555,70580.52539
Q9BTE1,Dynactin subunit 5 OS=Homo sapiens OX=9606 GN=DCTN5 PE=1 SV=1,,,,,,,,,,,
Q8IYI6,Exocyst complex component 8 OS=Homo sapiens OX=9606 GN=EXOC8 PE=1 SV=2,33144,21281.57373,49808.46094,29780.32617,29278.70801,26514.04688,27491.91797,32922.05859,20087.04932,30415.09277,39455.36719
P84103,Serine/arginine-rich splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1,25158.47266,19226.41992,30904.24023,22841.60547,23493.23242,15179.82813,19468.64453,20794.60547,19758.90234,17067.94922,35525.01563
O94967,WD repeat-containing protein 47 OS=Homo sapiens OX=9606 GN=WDR47 PE=1 SV=1,60732.24609,49538.60742,68603.91797,41195.05371,65552.61914,37588.2627,55982.98828,52518.5332,48566.48438,59479.03711,78303.73242
Q4G0J3,La-related protein 7 OS=Homo sapiens OX=9606 GN=LARP7 PE=1 SV=1,46969.14063,36635.55078,62833.60156,57446.84766,42015.72266,26966.87695,39481.36328,34849.41406,26614.53906,28454.13867,65879.33594
Q641Q2,WASH complex subunit 2A OS=Homo sapiens OX=9606 GN=WASHC2A PE=1 SV=3,,,,,,,,,,,
Q9NY35,Claudin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CLDND1 PE=1 SV=1,37458.05273,41310.24609,58343.45508,79621.11914,69201.52734,32285.52539,49596.02344,44467.78125,36143.28223,37494.72949,97097.29102
P12271,Retinaldehyde-binding protein 1 OS=Homo sapiens OX=9606 GN=RLBP1 PE=1 SV=2,9304.652344,8575.675781,9143.320313,7929.607422,14574.93652,8048.660156,8915.475586,13534.50879,6111.28418,12637.40332,10221.08594
Q9HCD6,Protein TANC2 OS=Homo sapiens OX=9606 GN=TANC2 PE=1 SV=3,33102.50684,17713.43848,36193.5791,29091.66504,32519.55469,20330.84766,23568.29883,21014.29834,22430.6792,20834.5415,34252.71973
Q9Y5X1,Sorting nexin-9 OS=Homo sapiens OX=9606 GN=SNX9 PE=1 SV=1,4077.599609,3188.328369,7246.071289,9561.481445,9588.027344,4464.870605,3503.563477,5203.472168,4893.503418,5490.838867,10899.94727
Q9Y2Q3,Glutathione S-transferase kappa 1 OS=Homo sapiens OX=9606 GN=GSTK1 PE=1 SV=3,37002.11719,19915.56445,40040.12695,27913.08398,30154.63184,17700.24023,31084.52637,25995.57129,22285.80029,22270.25098,36619.82813
P01019,Angiotensinogen OS=Homo sapiens OX=9606 GN=AGT PE=1 SV=1,48161.33203,29916.92578,51276.19922,70424.71875,40799.42578,23396.57227,29967.86719,33765.7793,29442.14941,28151.32031,50433.52734
Q66K74,Microtubule-associated protein 1S OS=Homo sapiens OX=9606 GN=MAP1S PE=1 SV=2,32425.18945,14066.35107,23780.52246,19940.43018,21014.1167,16851.26074,16367.4375,21350.16943,12538.41943,18236.7832,22387.57617
Q96B45,BLOC-1-related complex subunit 7 OS=Homo sapiens OX=9606 GN=BORCS7 PE=3 SV=1,13140.80859,5702.033569,14411.19873,11679.12231,15473.4668,16459.22461,12029.08008,11073.89941,12056.59863,19434.43506,21492.66797
P30520,Adenylosuccinate synthetase isozyme 2 OS=Homo sapiens OX=9606 GN=ADSS PE=1 SV=3,5523.991211,4519.535156,6463.623047,5386.242188,5148.224609,2995.1875,4370.263184,4136.705078,4050.006348,3933.443115,5514.864258
P16519,Neuroendocrine convertase 2 OS=Homo sapiens OX=9606 GN=PCSK2 PE=1 SV=2,20977.75488,8522.154785,16843.41943,22956.94629,17606.75098,14383.79883,21074.3877,15299.75977,11954.10645,15563.67773,23852.78174
Q15165,Serum paraoxonase/arylesterase 2 OS=Homo sapiens OX=9606 GN=PON2 PE=1 SV=4,6583.751465,2943.122314,4559.423828,3947.715332,6506.279297,2999.935791,2196.69751,4761.344727,3331.506348,2597.69165,4307.727539
O75915,PRA1 family protein 3 OS=Homo sapiens OX=9606 GN=ARL6IP5 PE=1 SV=1,,,,,,,,,,,
Q9NZJ4,Sacsin OS=Homo sapiens OX=9606 GN=SACS PE=1 SV=2,18218.60596,11549.43457,23695.82666,17199.49512,15273.64746,14986.6582,15230.87988,26257.20117,10002.68115,12863.56055,29103.58887
Q9UQB3,Catenin delta-2 OS=Homo sapiens OX=9606 GN=CTNND2 PE=1 SV=3,38217.00879,34919.75098,59746.85156,62789.71875,43925.34668,35251.61719,36249.24902,41386.91309,45006.46289,31438.32129,61887.16992
Q9Y4J8,Dystrobrevin alpha OS=Homo sapiens OX=9606 GN=DTNA PE=1 SV=2,21734.36328,14389.5166,23950.16797,21400.57617,22679.78125,15416.19336,17397.51953,16741.875,19460.2832,15503.13574,22144.05664
Q00796,Sorbitol dehydrogenase OS=Homo sapiens OX=9606 GN=SORD PE=1 SV=4,63706.44141,53652.67969,71341.3125,91631.41406,75679.79297,71593.42383,66593.12109,71063.2793,55548.15234,53407.10742,93184.32422
Q9H1K0,Rabenosyn-5 OS=Homo sapiens OX=9606 GN=RBSN PE=1 SV=2,4928.320313,4412.643066,6649.077148,9010.15625,6173.905273,4147.582031,3887.684814,4993.447266,4121.711914,4708.583496,7722.881836
O15355,Protein phosphatase 1G OS=Homo sapiens OX=9606 GN=PPM1G PE=1 SV=1,9605.501953,5827.873535,9713.252197,5739.530273,8710.140381,5802.392212,5546.737793,8433.030762,3772.840942,8147.010498,8923.45752
Q8IZN3,Probable palmitoyltransferase ZDHHC14 OS=Homo sapiens OX=9606 GN=ZDHHC14 PE=1 SV=1,,,,,,,,,,,
O75379,Vesicle-associated membrane protein 4 OS=Homo sapiens OX=9606 GN=VAMP4 PE=1 SV=2,,,,,,,,,,,
P13726,Tissue factor OS=Homo sapiens OX=9606 GN=F3 PE=1 SV=1,,,,,,,,,,,
P47736,Rap1 GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RAP1GAP PE=1 SV=2,39948.04688,24850.85449,50036.41406,36165.08789,38791.7168,22611.28271,27124.04297,36492.97852,22665.97998,30207.73535,42083.7832
Q15257,Serine/threonine-protein phosphatase 2A activator OS=Homo sapiens OX=9606 GN=PTPA PE=1 SV=3,,,,,,,,,,,
O95847,Mitochondrial uncoupling protein 4 OS=Homo sapiens OX=9606 GN=SLC25A27 PE=2 SV=1,5829.465332,3873.044922,6898.661621,5354.697754,4489.88916,3747.217773,4869.913086,4870.884766,3907.57666,3609.372314,7468.243652
P42858,Huntingtin OS=Homo sapiens OX=9606 GN=HTT PE=1 SV=2,,,,,,,,,,,
Q13616,Cullin-1 OS=Homo sapiens OX=9606 GN=CUL1 PE=1 SV=2,14035.01221,8491.83252,13917.12598,9854.448486,8040.070313,5402.841064,5842.048462,7242.780762,8168.222168,7707.407227,11618.53271
Q15120,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial OS=Homo sapiens OX=9606 GN=PDK3 PE=1 SV=1",14681.66602,8125.719727,13899.91992,8275.017334,9221.962646,5163.528076,8884.226074,6662.818359,7849.177734,7327.626709,9059.191406
Q659C4,La-related protein 1B OS=Homo sapiens OX=9606 GN=LARP1B PE=1 SV=2,63732.32031,55795.66406,100574,71324.3125,78953,59634.39063,64574.63281,57521.47266,48024.96094,63421.57422,90797.41406
P61086,Ubiquitin-conjugating enzyme E2 K OS=Homo sapiens OX=9606 GN=UBE2K PE=1 SV=3,17068.36084,9572.023682,12832.10449,17234.60449,17383.92773,11261.66235,12851.86377,15019.83398,9938.853516,8864.581787,19319.79053
P42224,Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens OX=9606 GN=STAT1 PE=1 SV=2,15681.12305,8247.040283,19007.80811,18971.354,9707.169434,4792.045166,6977.990479,12260.09985,12554.30566,13656.04541,14951.98096
Q6ZNI0,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 7 OS=Homo sapiens OX=9606 GN=GCNT7 PE=2 SV=2",8755.936523,9059.85498,13076.25439,6266.283691,13137.09375,8563.510986,6919.727051,7504.66626,5723.09436,8140.519775,8818.738037
O00273,DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1,10527.01831,6652.606934,9203.028076,10380.80713,9093.06665,10222.88599,9643.373291,10399.36157,9337.866943,5403.696533,13474.59668
Q15942,Zyxin OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1,88317.56836,69031.06641,99421.93359,104630.6836,78884.92969,54808.14258,68844.74414,61487.8418,64607.12695,75101.73633,90982.3125
Q9BTV5,Fibronectin type III and SPRY domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FSD1 PE=1 SV=1,4860.833496,4277.209961,8184.431152,6706.190918,9263.493164,6520.880859,4587.326172,7308.739746,5375.862305,5014.557617,12400.83301
Q05682,Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=3,18500.61328,7646.427246,13425.47656,12534.24219,9467.744141,6182.983398,7752.014648,8238.689453,8536.054687,7141.45459,12493.7959
Q2KHR3,Glutamine and serine-rich protein 1 OS=Homo sapiens OX=9606 GN=QSER1 PE=1 SV=3,12380.40332,9515.783203,15749.05957,8977.865234,12019.95703,7382.714355,9539.493164,11244.9375,8210.697266,7614.617676,17742.85352
P52594,Arf-GAP domain and FG repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=AGFG1 PE=1 SV=2,40262.98535,35741.15625,50680.35938,59260.48828,37258.30371,36959.18555,24442.94385,49601.26758,25028.30273,38709.87305,75060.81445
P78318,Immunoglobulin-binding protein 1 OS=Homo sapiens OX=9606 GN=IGBP1 PE=1 SV=1,7314.264404,,8755.064209,10110.26147,6517.127197,7460.200928,6150.274658,6971.093994,6715.174805,3879.401001,10929.03442
P30050,60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1,,,,,,,,,,,
O94822,E3 ubiquitin-protein ligase listerin OS=Homo sapiens OX=9606 GN=LTN1 PE=1 SV=6,48424.67188,36323.14063,77433.01563,132822.4375,76087.17969,55134.57422,62494.05469,40648.59766,75734.70313,48694.21094,61310.73438
P55087,Aquaporin-4 OS=Homo sapiens OX=9606 GN=AQP4 PE=1 SV=2,324446.125,219064.5156,368516.25,255548.7969,224334.1406,176431.2031,130721.1328,309900.5313,227530.5469,221147.2344,277625.4063
Q9Y2V2,Calcium-regulated heat-stable protein 1 OS=Homo sapiens OX=9606 GN=CARHSP1 PE=1 SV=2,122908.8867,75046.11914,105585.4219,128804.4375,108190.418,85802.52539,81062.83008,89547.33984,61477.74609,63583.34766,144034.0664
Q7Z494,Nephrocystin-3 OS=Homo sapiens OX=9606 GN=NPHP3 PE=1 SV=1,4650.271484,6005.11084,8442.054688,11533.875,9857.119141,12894.55762,8146.271484,11592.45117,2450.937988,6210.414063,15059.42969
Q12929,Epidermal growth factor receptor kinase substrate 8 OS=Homo sapiens OX=9606 GN=EPS8 PE=1 SV=1,23811.97705,20283.41895,34844.59863,36598.22461,25356.84082,25238.57813,23709.56836,28914.96094,17597.75391,26397.97266,44634.35742
Q9Y2B0,Protein canopy homolog 2 OS=Homo sapiens OX=9606 GN=CNPY2 PE=1 SV=1,11666.95215,4761.092773,8367.397461,8633.09668,7665.65918,6933.050781,7820.559082,5947.331543,6353.903809,13041.86035,8691.082031
Q16538,Probable G-protein coupled receptor 162 OS=Homo sapiens OX=9606 GN=GPR162 PE=2 SV=1,20730.64648,12882.6123,19340.21484,21348.69531,18938.30664,11218.60645,11707.84375,13658.7793,12087.62012,14158.91211,24446.7168
O95167,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 OS=Homo sapiens OX=9606 GN=NDUFA3 PE=1 SV=1,22263.30615,25632.41895,44567.22656,25907.16797,36338.50195,17597.10791,20727.99463,24827.55176,28154.33496,32553.41602,33046.52344
Q96KP1,Exocyst complex component 2 OS=Homo sapiens OX=9606 GN=EXOC2 PE=1 SV=1,28724.97266,27091.49023,36120.08984,38613.06641,28599.2832,20671.29883,24871.67773,30283.35156,19390.80078,21494.07422,37050.5
Q96MZ0,Ganglioside-induced differentiation-associated protein 1-like 1 OS=Homo sapiens OX=9606 GN=GDAP1L1 PE=2 SV=2,,,,,,,,,,,
Q8NB50,Zinc finger protein 62 homolog OS=Homo sapiens OX=9606 GN=ZFP62 PE=1 SV=3,15939.59473,13885.11816,22400.80273,22191.70117,24129.83789,12773.91699,17783.21875,25803.2832,12484.96484,16162.84961,30938.89844
P04632,Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1,37223.02734,37227.46289,57651.89063,44117.44629,49649.02734,35768.82422,36434.70996,73722.55078,38484.65918,37285.84863,74669.61914
O95452,Gap junction beta-6 protein OS=Homo sapiens OX=9606 GN=GJB6 PE=1 SV=2,14147.91406,7168.44873,13681.23047,7093.92627,11397.32422,6943.858887,11758.12402,8762.078125,8698.335938,8450.916016,13722.62402
Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D OS=Homo sapiens OX=9606 GN=CACNA1D PE=1 SV=2,,,,,,,,,,,
Q9HCU4,Cadherin EGF LAG seven-pass G-type receptor 2 OS=Homo sapiens OX=9606 GN=CELSR2 PE=1 SV=1,13392.36328,24745.81348,19776.9917,17619.42041,17060.2793,11458.88232,14347.07959,26241.81445,19598.10352,57548.00391,16730.20898
Q92572,AP-3 complex subunit sigma-1 OS=Homo sapiens OX=9606 GN=AP3S1 PE=1 SV=1,44527.02344,36971.91797,51648.75,42246.77344,41078.61328,31136.1582,46653.50781,31738.35352,21537.11523,31294.1875,49054.12891
A0A0B4J1X5,Immunoglobulin heavy variable 3-74 OS=Homo sapiens OX=9606 GN=IGHV3-74 PE=3 SV=1,6486.339111,,5424.648926,3795.901611,4589.758667,2216.073669,4226.397949,4376.682495,3545.717651,4202.704834,5665.852295
P33316,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=4",74016.71484,49305.80273,82166.92969,59717.35547,70411.98047,34026.73242,48578.88867,46671.62695,45220.26563,48277.38574,70702.1543
Q9Y6T7,Diacylglycerol kinase beta OS=Homo sapiens OX=9606 GN=DGKB PE=2 SV=2,75245.7832,40998.63867,70549.59961,46838.86523,54747.12305,50728.10156,61933.01953,60050.25586,59727.12891,45885.24316,109961.6367
Q96LK0,Centrosomal protein of 19 kDa OS=Homo sapiens OX=9606 GN=CEP19 PE=1 SV=2,34256.25781,29625.50391,49530.51172,44378.47656,41813.97656,22097.41406,31741.24609,38064.70313,24851.77539,25154.66016,43216.35156
P19634,Sodium/hydrogen exchanger 1 OS=Homo sapiens OX=9606 GN=SLC9A1 PE=1 SV=2,,,,,,,,,,,
Q9H7V2,Synapse differentiation-inducing gene protein 1 OS=Homo sapiens OX=9606 GN=SYNDIG1 PE=1 SV=1,9979.416992,5743.596191,9948.712891,6783.724609,4825.089355,2300.588867,4570.995605,4913.082031,5008.111816,6229.15918,6737.119629
Q9NYB9,Abl interactor 2 OS=Homo sapiens OX=9606 GN=ABI2 PE=1 SV=1,74990.94531,34996.48438,78790.29688,70200.64063,70559.33594,39271.79297,48740.57813,45631.09375,39947.07031,51545.3125,67695.77344
O75822,Eukaryotic translation initiation factor 3 subunit J OS=Homo sapiens OX=9606 GN=EIF3J PE=1 SV=2,49188.94922,29018.73047,56137.94531,54264.58008,39151.40039,42845.37598,40548.18457,26738.56055,28362.59473,37810.00195,46757.65137
Q8NDH3,Probable aminopeptidase NPEPL1 OS=Homo sapiens OX=9606 GN=NPEPL1 PE=1 SV=3,9847.99292,5829.957642,9515.931152,11901.03882,8482.268555,8270.791992,4276.664795,11661.29883,10971.60352,7045.211426,14362.03125
Q15119,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial OS=Homo sapiens OX=9606 GN=PDK2 PE=1 SV=2",19423.89697,12149.2749,18763.91895,16949.05225,16982.61475,17169.00879,14664.76904,14645.64551,11102.98389,16811.625,19177.74756
Q96CB8,Integrator complex subunit 12 OS=Homo sapiens OX=9606 GN=INTS12 PE=1 SV=1,52184.16406,29389.68359,66051.55469,20538.51563,46935.52734,24001.69141,37773.78516,41719.75781,28662.89063,32730.59375,48634.94922
Q9UJS0,Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens OX=9606 GN=SLC25A13 PE=1 SV=2,20265.32959,12571.69482,24217.39307,19429.20557,18635.27197,14988.0249,18404.20752,16153.89844,14673.92578,12061.46045,24333.83203
Q8WV07,Oral cancer-overexpressed protein 1 OS=Homo sapiens OX=9606 GN=ORAOV1 PE=1 SV=2,17392.74609,12177.78442,15485.55908,11226.84082,15630.85107,10811.75903,11463.73389,17606.10645,10366.76074,11185.56738,16239.04102
O14744,Protein arginine N-methyltransferase 5 OS=Homo sapiens OX=9606 GN=PRMT5 PE=1 SV=4,24167.15771,16006.13672,30531.94922,21406.46631,25676.41113,14635.07959,18862.40771,23443.69775,18006.86865,16361.23535,28255.57324
Q674X7,Kazrin OS=Homo sapiens OX=9606 GN=KAZN PE=1 SV=2,7186.112549,5548.118042,7775.958252,7475.762695,7633.97168,2679.457764,6922.768799,6497.931152,6005.494629,4202.819824,8455.61792
Q92890,Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Homo sapiens OX=9606 GN=UFD1 PE=1 SV=3,146170.2305,103408.0664,167987.6602,144436.582,133219.5469,103477.7109,104849.7539,127811.3672,103500.2344,94407.69141,169085.7539
Q9H3S7,Tyrosine-protein phosphatase non-receptor type 23 OS=Homo sapiens OX=9606 GN=PTPN23 PE=1 SV=1,4695.339111,,2995.694092,4186.593384,4400.229492,,2226.408691,2702.637268,2545.71167,2425.952637,4151.594604
Q7Z570,Zinc finger protein 804A OS=Homo sapiens OX=9606 GN=ZNF804A PE=2 SV=3,10290.47266,4414.65918,11352.3584,6510.476074,6447.688477,4243.534668,7478.394043,3750.195313,5125.958496,5545.200684,6022.145508
Q9UHY1,Nuclear receptor-binding protein OS=Homo sapiens OX=9606 GN=NRBP1 PE=1 SV=1,12123.65625,10151.25098,15550.91992,14045.02734,15841.03125,10800.76465,7696.744629,13961.08398,9474.668945,5577.523438,17401.27148
Q14168,MAGUK p55 subfamily member 2 OS=Homo sapiens OX=9606 GN=MPP2 PE=1 SV=3,86624.60156,77921.02734,93209.90625,109165.1016,79410.5918,59263.11328,65561.33203,69358.70508,58924.76367,53477.8125,104457.0586
Q9H3L0,"Methylmalonic aciduria and homocystinuria type D protein, mitochondrial OS=Homo sapiens OX=9606 GN=MMADHC PE=1 SV=2",6801.105957,5661.135742,6863.644043,7287.203125,9721.62793,7152.486816,3673.253906,10262.57324,4624.673828,7128.719238,8627.484375
P40616,ADP-ribosylation factor-like protein 1 OS=Homo sapiens OX=9606 GN=ARL1 PE=1 SV=1,18151.7417,12687.30469,21159.40576,15801.5127,19961.26465,17461.22754,15579.65771,22782.44824,17613.98291,12090.29663,22438.75635
Q9BRC7,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4 OS=Homo sapiens OX=9606 GN=PLCD4 PE=2 SV=1",,,,,,,,,,,
P49137,MAP kinase-activated protein kinase 2 OS=Homo sapiens OX=9606 GN=MAPKAPK2 PE=1 SV=1,6615.097168,4228.192383,7048.293457,7968.496582,6524.162109,7221.242676,5366.648926,3819.708008,4100.375977,6221.254883,8424.21582
Q9Y6M1,Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=2,3860.414795,5123.503418,6339.746582,15154.33887,7102.8125,9875.463867,2624.858887,10119.77637,2746.02124,3388.909912,16136.25098
E9PAV3,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1",39438.80859,26953.54102,48436.24805,47242.81055,34298.17676,28674.12305,33849.8584,23041.5791,31599.81445,33852.70313,34054.44434
Q9H993,Protein-glutamate O-methyltransferase OS=Homo sapiens OX=9606 GN=ARMT1 PE=1 SV=1,14629.79736,15822.28711,26429.31738,18728.57813,26958.38672,15570.89795,13035.71191,17295.62109,11118.24463,13982.12695,25134.0498
Q53GL0,Pleckstrin homology domain-containing family O member 1 OS=Homo sapiens OX=9606 GN=PLEKHO1 PE=1 SV=2,7133.684326,6256.563721,9926.800781,9193.480225,12203.96265,6894.775635,6600.942627,7142.13208,4866.694336,6575.0354,11869.32129
A6NGN9,IgLON family member 5 OS=Homo sapiens OX=9606 GN=IGLON5 PE=2 SV=4,,,,,,,,,,,
Q9UBW5,Bridging integrator 2 OS=Homo sapiens OX=9606 GN=BIN2 PE=1 SV=3,24763.88086,22773.49805,27413.35352,50268.62891,27495.54492,22875.26367,25749.76758,28519.90234,26181.00195,25867.08398,47898.95313
Q8NFY9,Kelch repeat and BTB domain-containing protein 8 OS=Homo sapiens OX=9606 GN=KBTBD8 PE=1 SV=2,,,,,,,,,,,
