Accession,Description,"Abundances (Grouped): F1, 126","Abundances (Grouped): F1, 127N","Abundances (Grouped): F1, 127C","Abundances (Grouped): F1, 128N","Abundances (Grouped): F1, 128C","Abundances (Grouped): F1, 129N","Abundances (Grouped): F1, 129C","Abundances (Grouped): F1, 130N","Abundances (Grouped): F1, 130C","Abundances (Grouped): F1, 131N","Abundances (Grouped): F1, 131C"
P49815,Tuberin OS=Homo sapiens OX=9606 GN=TSC2 PE=1 SV=2,17539.77539,14922.53809,13549.54004,13783.00098,12224.25,13728.52539,12946.54004,16084.86035,11836.99707,17865.90039,15278.70703
Q8N1F7,Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=2,256277.3906,170668.4531,291439.4688,301067.3125,170938.0313,349930.9688,238495,161573.4531,241507.1563,261801.75,392816.3125
P63279,SUMO-conjugating enzyme UBC9 OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1,90638.94531,63187.51563,85127.89844,80313.51563,62465.61719,79190.625,66892.8125,66496.07031,63320.99219,75975.76563,94698.05469
Q86Y13,E3 ubiquitin-protein ligase DZIP3 OS=Homo sapiens OX=9606 GN=DZIP3 PE=1 SV=2,7648.478027,8395.40332,10209.77344,5044.151367,12168.93457,8617.796875,8237.552734,9031.374023,7963.913574,7685.253418,8163.392578
Q96A32,"Myosin regulatory light chain 2, skeletal muscle isoform OS=Homo sapiens OX=9606 GN=MYLPF PE=2 SV=1",6159.955078,6411.277344,4905.175293,6389.883301,7198.203613,6352.021973,4522.105957,7258.35791,5394.918945,7268.646484,8223.662109
Q8N6H7,ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=ARFGAP2 PE=1 SV=1,32017.21875,17611.66602,30724.40039,19475.39258,29421.23047,28078.77734,18746.60156,24139,,19017.12305,33628.10156
Q9UHK6,Alpha-methylacyl-CoA racemase OS=Homo sapiens OX=9606 GN=AMACR PE=1 SV=2,14815.7373,12708.36816,10557.27344,14453.32422,15702.53418,13836.6748,8424.539063,15488.64063,6619.60791,14318.80371,18156.37305
Q68CJ6,Nuclear GTPase SLIP-GC OS=Homo sapiens OX=9606 GN=NUGGC PE=2 SV=3,30554.08984,27050.39258,29721.49805,19735.25977,28532.94336,24797.7793,17604.67188,25007.58203,16533.33008,22012.08008,26467.55469
Q6PML9,Zinc transporter 9 OS=Homo sapiens OX=9606 GN=SLC30A9 PE=1 SV=1,23245.49707,22797.75879,25118.44336,23361.24756,22129.98633,29306.80078,19994.63086,24046.37695,11083.43555,16964.93848,24176.82422
Q9H299,SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1,389192.8828,434130.375,544719.9844,479450.8594,539643.5156,505601.8125,393244.1719,508922.0156,327445.2891,345658.1016,512913.8438
P17931,Galectin-3 OS=Homo sapiens OX=9606 GN=LGALS3 PE=1 SV=5,,,,,,,,,,,
O75128,Protein cordon-bleu OS=Homo sapiens OX=9606 GN=COBL PE=1 SV=2,32468.3291,30056.91504,38882.36133,28414.40918,41068.57617,27809.78027,45082.7959,30080.18262,34062.88477,36375.65625,46322.17969
Q92185,"Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase OS=Homo sapiens OX=9606 GN=ST8SIA1 PE=1 SV=1",,,,,2253.201416,,,,,,
Q8IYB7,DIS3-like exonuclease 2 OS=Homo sapiens OX=9606 GN=DIS3L2 PE=1 SV=4,30098.73438,3288.315918,5900.832031,4286.151367,1924.079102,2740.273682,2694.832275,3798.77417,1494.895874,,2648.935059
Q8IWY4,"Signal peptide, CUB and EGF-like domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SCUBE1 PE=1 SV=3",87435.52344,77458.5625,56515.13281,68651.89844,244977.1563,82754.05469,77757.51563,46088.32031,60621.80469,60866.33594,73970.85156
Q6P2H3,Centrosomal protein of 85 kDa OS=Homo sapiens OX=9606 GN=CEP85 PE=1 SV=1,18534.70166,19531.24658,24521.24707,18639.7251,24857.10059,28426.3623,23568.72949,30848.87109,23680.2583,23402.38623,28759.37695
Q8ND24,RING finger protein 214 OS=Homo sapiens OX=9606 GN=RNF214 PE=1 SV=2,41790.70605,41956.27734,39094.48242,41107.43848,46316.69531,44204.25293,31462.61426,39423.60938,32093.2998,37975.64648,52234.91016
Q8NEE8,Tetratricopeptide repeat protein 16 OS=Homo sapiens OX=9606 GN=TTC16 PE=2 SV=2,272988.1172,182290.9453,202759.3359,185114.5664,410032.4531,243224.7891,341932.0781,188698.1367,200297.9766,218842.5938,249778.4063
Q7L5D6,Golgi to ER traffic protein 4 homolog OS=Homo sapiens OX=9606 GN=GET4 PE=1 SV=1,70741.01367,56634.57422,53212.58789,76077.47461,60972.91406,49931.4668,52912.24219,61027.53516,43574.24707,57612.90234,64892.02148
Q92785,Zinc finger protein ubi-d4 OS=Homo sapiens OX=9606 GN=DPF2 PE=1 SV=2,29413.31836,24538.35059,27722.80078,24586.14844,42596.10938,31043.34668,38203.23926,32587.72266,25883.80957,29739.76465,51901.21289
Q16706,Alpha-mannosidase 2 OS=Homo sapiens OX=9606 GN=MAN2A1 PE=1 SV=2,27178.30664,30896.3125,23779.70117,14224.12305,23110.20117,20929.44141,15850.2793,16111.05371,16787.09961,20554.86719,44110.55078
Q92954,Proteoglycan 4 OS=Homo sapiens OX=9606 GN=PRG4 PE=1 SV=3,56346.18164,44618.37598,44386.69043,52462.04297,47051.87109,45163.26855,41494.69922,53787.49805,32970.54785,51947.4082,52220.20313
Q9Y2V3,Retinal homeobox protein Rx OS=Homo sapiens OX=9606 GN=RAX PE=1 SV=2,22332.6167,18491.66602,19576.62012,19711.96436,24234.58447,21617.11523,13179.04541,19737.80127,12969.38672,22952.66748,24268.771
Q8NHU2,Cilia- and flagella-associated protein 61 OS=Homo sapiens OX=9606 GN=CFAP61 PE=2 SV=3,,,,,,,,,,,
O94991,SLIT and NTRK-like protein 5 OS=Homo sapiens OX=9606 GN=SLITRK5 PE=2 SV=2,18434.12842,18186.40723,16557.15674,16787.62354,17127.59473,20621.79639,11456.87183,19722.01611,10259.17603,14908.80469,22350.20215
P0CJ92,Golgin subfamily A member 8H OS=Homo sapiens OX=9606 GN=GOLGA8H PE=3 SV=1,9467.658203,8375.025391,8886.756836,8948.454102,7014.494629,14067.40137,8325.446289,12207.76465,8559.916992,10561.47168,19503.51758
Q96AG4,Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1,71838.43945,51757.72266,47292.06738,46552.87207,62534.87695,58978.31836,39496.11328,45136.52344,36255.96387,47053.28906,60529.35352
Q6P6B7,Ankyrin repeat domain-containing protein 16 OS=Homo sapiens OX=9606 GN=ANKRD16 PE=1 SV=1,3260.698486,,1499.220337,3966.890869,2865.093506,1865.608032,1174.491577,2719.529541,1489.185791,4220.847656,2369.00415
Q9NQE9,Histidine triad nucleotide-binding protein 3 OS=Homo sapiens OX=9606 GN=HINT3 PE=1 SV=1,19199.98535,13179.2915,18716.20752,17540.99414,16566.96387,14113.55127,16177.16309,18180.20068,15083.77588,20043.23145,19916.31152
O15516,Circadian locomoter output cycles protein kaput OS=Homo sapiens OX=9606 GN=CLOCK PE=1 SV=1,26782.71094,20403.81152,42846.78809,49687.5293,48211.14258,47685.75586,31539.57422,37091.63086,37131.65625,19120.72852,31948.54102
O95260,Arginyl-tRNA--protein transferase 1 OS=Homo sapiens OX=9606 GN=ATE1 PE=1 SV=2,11696.93042,12233.26392,13802.38623,15170.87402,13765.35059,13568.44043,14510.50342,10513.61646,6937.244385,10282.20337,13339.4458
Q6PF18,MORN repeat-containing protein 3 OS=Homo sapiens OX=9606 GN=MORN3 PE=1 SV=2,102151.8984,35131.80078,64221.42969,46283.45703,19757.65625,28773.98828,30507.83789,28130.17188,24700.66406,30164.9043,56736.10156
Q9P0J0,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 OS=Homo sapiens OX=9606 GN=NDUFA13 PE=1 SV=3,11917.3877,9839.524414,10819.7832,10568.52832,7418.049805,8199.610352,8541.96875,9284.90625,5437.727539,6655.965332,13528.33691
O95935,T-box transcription factor TBX18 OS=Homo sapiens OX=9606 GN=TBX18 PE=1 SV=3,4394.410645,,,,,,,,,,
O60216,Double-strand-break repair protein rad21 homolog OS=Homo sapiens OX=9606 GN=RAD21 PE=1 SV=2,6443.189209,3459.650391,5433.394775,5447.841064,2234.501038,4866.090454,2880.021423,3031.052124,2883.920471,4609.675415,2800.284668
Q8TCU4,Alstrom syndrome protein 1 OS=Homo sapiens OX=9606 GN=ALMS1 PE=1 SV=4,18938.83203,15741.35059,14310.90234,15078.87402,11554.41797,15484.7627,14101.33008,15017.50488,11189.12891,11772.35742,17851.66016
Q7Z570,Zinc finger protein 804A OS=Homo sapiens OX=9606 GN=ZNF804A PE=2 SV=3,15920.92578,10555.7666,15375.44141,13617.00391,11355.20215,13351.05469,11413.21289,14558.18555,10192.25391,15242.53809,22236.12305
Q6ZN03,Putative uncharacterized protein encoded by LINC00322 OS=Homo sapiens OX=9606 GN=LINC00322 PE=5 SV=1,11779.6543,12375.82813,10990.27637,8596.298828,18994.74414,19006.26172,14472.00488,9596.713867,11084.2334,18107.33203,22584.94336
Q14112,Nidogen-2 OS=Homo sapiens OX=9606 GN=NID2 PE=1 SV=3,12654.72217,18186.46729,39371.14453,37733.5166,34656.30762,26275.79883,37822.30664,41824.38574,20865.43945,17796.23291,31836.20508
Q8N4V2,Synaptic vesicle 2-related protein OS=Homo sapiens OX=9606 GN=SVOP PE=2 SV=1,35840.24414,27879.22266,59926.79297,62967.29297,49369.07227,44784.80566,28030.23047,45260.45508,20162.92822,35225.31445,46071.17871
Q96LD1,Zeta-sarcoglycan OS=Homo sapiens OX=9606 GN=SGCZ PE=2 SV=1,69275.46875,59446.25781,53953.47266,49308.01563,56856.13281,61790.41016,61238.12891,64136.00391,52959.94531,64813.48828,85260.34375
Q9BQN1,Protein FAM83C OS=Homo sapiens OX=9606 GN=FAM83C PE=1 SV=3,,,,,,,,,,,
Q13287,N-myc-interactor OS=Homo sapiens OX=9606 GN=NMI PE=1 SV=2,45307.51172,50768.9375,43213.30469,50451.79688,47378.67578,51732.85156,41742.00391,38482.21484,38536.95703,47060.05078,47843.52344
Q9P2K3,REST corepressor 3 OS=Homo sapiens OX=9606 GN=RCOR3 PE=1 SV=2,,,,,,,,,,,
Q5T2T1,MAGUK p55 subfamily member 7 OS=Homo sapiens OX=9606 GN=MPP7 PE=1 SV=1,47586.00293,38363.49902,57185.25586,30428.07129,20325.09668,50653.875,32983.64648,46984.3916,32168.61914,44140.99805,60144.48047
Q8N3C7,CAP-Gly domain-containing linker protein 4 OS=Homo sapiens OX=9606 GN=CLIP4 PE=1 SV=1,73321.94531,66824.32031,62283.21094,61001.98047,62299.20313,63337.35547,41992.66016,52806.77344,40350.95313,59149.30469,85402.17969
Q9UBQ0,Vacuolar protein sorting-associated protein 29 OS=Homo sapiens OX=9606 GN=VPS29 PE=1 SV=1,212213.2344,149228.5469,177138.0469,192448.3281,218582.8125,205292.0781,176983.9219,225497.2969,177262.7813,179207.5313,232927.3438
Q4LDE5,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SVEP1 PE=1 SV=3",4217.949707,1627.285767,3236.250488,2364.212646,3195.920654,3649.935059,2567.522217,3279.508545,1760.063599,2390.642334,4272.15918
Q14318,Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens OX=9606 GN=FKBP8 PE=1 SV=2,11116.1582,11410.5,12517.9873,13982.61328,15113.64844,18315.30859,13326.17969,14383.7168,19115.88281,10870.48438,11353.56934
Q9Y2I6,Ninein-like protein OS=Homo sapiens OX=9606 GN=NINL PE=1 SV=2,49774.82813,34301.88672,49700.48047,50147.66797,42298.13672,40368.23438,35256.98828,51861.5,42703.67578,48049.83984,52320.92188
P49758,Regulator of G-protein signaling 6 OS=Homo sapiens OX=9606 GN=RGS6 PE=1 SV=5,59863.08984,39152.85547,42444.33594,58919.76563,43760.32422,54532.80078,46725.73047,38513.07422,50700.9375,61059.85937,58965.75391
Q9HBG6,Intraflagellar transport protein 122 homolog OS=Homo sapiens OX=9606 GN=IFT122 PE=1 SV=2,,,,,,,,,,,
Q14667,Protein KIAA0100 OS=Homo sapiens OX=9606 GN=KIAA0100 PE=1 SV=3,297464.8125,178066.625,132763.2031,198335.7969,105818.7578,255775.5,160092.2031,200102.0313,245101.1719,190283.9063,149743.6719
Q15404,Ras suppressor protein 1 OS=Homo sapiens OX=9606 GN=RSU1 PE=1 SV=3,14440.94385,14488.52197,10839.25781,14328.91992,15861.1875,14565.55518,13660.53809,15378.17725,9893.979492,8916.443115,13808.39941
Q9UQ90,Paraplegin OS=Homo sapiens OX=9606 GN=SPG7 PE=1 SV=2,9006.130859,3566.720947,8021.730469,6137.521973,5436.250977,6807.719727,4282.561523,5591.39209,3528.900146,4650.586914,8686.333984
Q9NRZ7,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma OS=Homo sapiens OX=9606 GN=AGPAT3 PE=1 SV=1,64391.07813,53680.25391,50315.32031,55606.96875,55912.16406,62339.48828,39242.60156,49743.3125,28055.89453,42235.07813,47186.58203
Q15165,Serum paraoxonase/arylesterase 2 OS=Homo sapiens OX=9606 GN=PON2 PE=1 SV=4,8708.177734,5980.490234,7554.768066,8182.53418,6457.878418,9665.673828,7572.347168,3591.399414,6657.490234,4298.153809,7147.988281
Q8NBF2,NHL repeat-containing protein 2 OS=Homo sapiens OX=9606 GN=NHLRC2 PE=1 SV=1,,,,,,,,,,,
Q9UBN4,Short transient receptor potential channel 4 OS=Homo sapiens OX=9606 GN=TRPC4 PE=1 SV=1,,,,,,,,,,,
Q6GPH4,XIAP-associated factor 1 OS=Homo sapiens OX=9606 GN=XAF1 PE=1 SV=1,19750.06445,16386.88086,16646.23633,14556.62402,17683.92773,18323.01953,17615.30078,19114.64648,13519.27832,17174.49609,22855.76367
Q6ZP01,RNA-binding protein 44 OS=Homo sapiens OX=9606 GN=RBM44 PE=2 SV=2,7032.397949,2761.976807,3000.767578,4179.924805,5860.20166,6020.126465,3658.081299,3359.148193,3941.336426,6572.583008,8047.064941
Q5T447,E3 ubiquitin-protein ligase HECTD3 OS=Homo sapiens OX=9606 GN=HECTD3 PE=1 SV=1,834638.0625,697845.5156,801389.4375,1010214.094,656857.9688,894397.125,683654.2031,870405.8438,567113.1563,553485.8438,919882.5938
O60841,Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4,10401.87695,12467.58691,11837.20605,12564.46484,10195.33496,11330.24805,9128.538086,10727.25586,7958.119141,14352.87402,13606.83105
Q6ZS30,Neurobeachin-like protein 1 OS=Homo sapiens OX=9606 GN=NBEAL1 PE=2 SV=3,24645.71484,17601.65771,20322.77344,19763.03613,17935.04736,21073.04443,16141.71533,18030.66357,14167.9834,20076.81445,26373.38672
Q9BRQ6,MICOS complex subunit MIC25 OS=Homo sapiens OX=9606 GN=CHCHD6 PE=1 SV=1,,,,,,,,,,,
Q9HB19,Pleckstrin homology domain-containing family A member 2 OS=Homo sapiens OX=9606 GN=PLEKHA2 PE=1 SV=2,20701.56641,12735.89453,15114.47363,17104.23242,23563.67773,20764.17188,14148.07617,11229.49609,13013.40039,10695.2793,22562.14063
P32249,G-protein coupled receptor 183 OS=Homo sapiens OX=9606 GN=GPR183 PE=1 SV=3,71370.82813,40633.38672,30323.66797,36557.92969,36607.57813,39174.0625,29124.63086,39567.26172,14841.10449,29528.94727,21850.86719
Q9BTV5,Fibronectin type III and SPRY domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FSD1 PE=1 SV=1,16584.20801,12736.30225,13514.00098,16986.63281,32536.27148,21747.71924,20343.94629,12859.00635,13044.20801,16652.51953,24447.42627
Q86VW2,Rho guanine nucleotide exchange factor 25 OS=Homo sapiens OX=9606 GN=ARHGEF25 PE=1 SV=2,,,,,,,,,,,
P49406,"39S ribosomal protein L19, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL19 PE=1 SV=2",28183.77344,33192.60156,57983.13281,43804.41797,61269.40234,73258.15625,35628.04297,42340.20313,59321.93359,24831.08008,36128.87109
Q9C0I1,Myotubularin-related protein 12 OS=Homo sapiens OX=9606 GN=MTMR12 PE=1 SV=2,,,,,,,,,,,
P31997,Carcinoembryonic antigen-related cell adhesion molecule 8 OS=Homo sapiens OX=9606 GN=CEACAM8 PE=1 SV=2,33457.86719,26099.19922,30669.41602,33391.68359,33290.17578,41532.78906,37773.66016,34515.25391,39130.66797,37300.10156,56361
P22570,"NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=FDXR PE=1 SV=3",38097.51953,54167.92578,56305.33984,54929.45703,43577.17188,45344.55078,43926.57422,45551.45313,35055.11719,30867.79492,85232.52344
Q86V20,Shieldin complex subunit 2 OS=Homo sapiens OX=9606 GN=SHLD2 PE=1 SV=1,64191.83789,58454.96484,85446.1875,63607.10156,62944.20117,76780.4707,96042.89063,101619.5977,59515.3418,73847.99414,116814.6914
P05112,Interleukin-4 OS=Homo sapiens OX=9606 GN=IL4 PE=1 SV=1,43446.82813,32793.23438,34571.26563,38664.22266,43302.24609,38631.23047,30768.2793,36460.04688,23218.08008,32741.00391,42638.88672
Q5TIE3,von Willebrand factor A domain-containing protein 5B1 OS=Homo sapiens OX=9606 GN=VWA5B1 PE=1 SV=2,11002.8916,12056.36426,9839.618164,8909.751953,20782.44531,12635.42871,9348.648438,9995.036133,8791.858398,11060.31543,15251.55469
Q7RTT6,Putative protein SSX6 OS=Homo sapiens OX=9606 GN=SSX6 PE=5 SV=1,12258.48438,13250.25391,14470.47168,16376.49902,12749.82813,9898.398437,11306.9375,13865.74121,10630.22656,16418.61133,18681.15039
Q8WXX0,"Dynein heavy chain 7, axonemal OS=Homo sapiens OX=9606 GN=DNAH7 PE=1 SV=2",7951.123047,6879.95459,7058.96875,6867.299805,7291.615234,7641.068359,8210.160156,9577.956055,6726.749512,7978.268066,9611.106445
Q49AH0,Cerebral dopamine neurotrophic factor OS=Homo sapiens OX=9606 GN=CDNF PE=1 SV=2,26735.82715,19308.19189,21416.75537,17912.09912,17674.57324,21521.83887,22678.65381,21430.72266,15561.9082,25484.90625,24770.58691
P48595,Serpin B10 OS=Homo sapiens OX=9606 GN=SERPINB10 PE=1 SV=1,23139.21484,24243.21484,39843.64844,17304.57227,24434.46094,28643.74414,22370.0332,41922.46094,20062.71484,30371.79883,37893.86719
O14734,Acyl-coenzyme A thioesterase 8 OS=Homo sapiens OX=9606 GN=ACOT8 PE=1 SV=1,18921.43799,14073.30029,20121.26807,18103.17041,11647.40259,15090.15234,10806.35815,18565.16162,13519.37109,14473.41797,18125.13281
Q9Y6T7,Diacylglycerol kinase beta OS=Homo sapiens OX=9606 GN=DGKB PE=2 SV=2,55167.73242,26901.53906,51530.87109,53817.19336,44852.22363,53818.55273,47732.37305,53655.60352,45504.25781,64524.67969,48016.85449
O75844,CAAX prenyl protease 1 homolog OS=Homo sapiens OX=9606 GN=ZMPSTE24 PE=1 SV=2,35500.42969,24553.2207,21542.92969,33462.10547,31269.22852,28727.93164,21934.00195,28765.98633,16341.32422,28644.07422,36002.57031
P25686,DnaJ homolog subfamily B member 2 OS=Homo sapiens OX=9606 GN=DNAJB2 PE=1 SV=3,15050.28369,8241.970459,11675.92529,12020.96997,11821.61499,12599.00684,7887.96167,8022.941895,11330.14087,9185.157715,14593.72705
Q9UIF9,Bromodomain adjacent to zinc finger domain protein 2A OS=Homo sapiens OX=9606 GN=BAZ2A PE=1 SV=4,5796.80957,2377.361816,4052.522217,4943.976074,6501.991699,3105.715576,3396.019287,4577.509277,4179.914551,4598.504883,7132.106934
P62330,ADP-ribosylation factor 6 OS=Homo sapiens OX=9606 GN=ARF6 PE=1 SV=2,46525.41504,40494.14648,47865.22559,53838.58594,42277.29492,50292.58008,39135.18457,49626.32227,37724.43164,43337.26172,63029.66016
Q86UP3,Zinc finger homeobox protein 4 OS=Homo sapiens OX=9606 GN=ZFHX4 PE=1 SV=1,49787.48828,38533.31641,49282.14844,40915.87891,53175.16406,49475.19141,32203.35547,51883.25,30612.94141,37584.10547,47116.18359
P83436,Conserved oligomeric Golgi complex subunit 7 OS=Homo sapiens OX=9606 GN=COG7 PE=1 SV=1,36771.69141,50574.84766,47608.90625,41807.47266,36549.53125,48760.71875,43849.27734,48482.17578,34264.07813,33150.55469,55893.60938
Q9Y2I9,TBC1 domain family member 30 OS=Homo sapiens OX=9606 GN=TBC1D30 PE=1 SV=2,,,,,,,,,,,
O60673,DNA polymerase zeta catalytic subunit OS=Homo sapiens OX=9606 GN=REV3L PE=1 SV=2,132876.2031,62906.11328,42788.51953,59360.66016,92423.45312,62047.84766,52349.00391,50423.70313,49155.375,91588.17969,82120.99219
Q4G0J3,La-related protein 7 OS=Homo sapiens OX=9606 GN=LARP7 PE=1 SV=1,69790.88672,56195.96484,55955.68359,60155.29688,54858.05859,61636.82227,55062.49219,64835.34961,53047.06055,57117.35742,79043.56641
Q6DD88,Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1,49598.53516,38110.32422,47026.23828,43574.46484,62030.46094,51191.64453,36966.75781,40016.28516,26745.42383,36802.88281,47661.94141
P56597,Nucleoside diphosphate kinase homolog 5 OS=Homo sapiens OX=9606 GN=NME5 PE=1 SV=1,5687.000977,6747.181152,8536.544922,7922.226074,7143.182129,8574.394531,8489.053711,6154.013672,7256.916016,5041.071289,12267.0791
P01303,Pro-neuropeptide Y OS=Homo sapiens OX=9606 GN=NPY PE=1 SV=1,10299.44043,7208.665039,5166.875977,10310.80371,8965.015625,10078.86328,8082.32959,7299.283203,8935.615234,7865.178223,9451.501953
Q03938,Zinc finger protein 90 OS=Homo sapiens OX=9606 GN=ZNF90 PE=2 SV=3,11981.6416,7491.931152,8472.848633,8362.460938,9465.546875,8845.374023,11118.77832,8412.220703,8291.433594,12824.96191,10841.28516
Q96AX9,E3 ubiquitin-protein ligase MIB2 OS=Homo sapiens OX=9606 GN=MIB2 PE=1 SV=3,85424.6875,51976.26172,46037.32813,55736.91016,59005.14844,55702.38672,51624.35156,40957.67188,41287.5,58196.07031,69737.10156
P55851,Mitochondrial uncoupling protein 2 OS=Homo sapiens OX=9606 GN=UCP2 PE=1 SV=1,4295.843994,2966.206421,2508.573486,,2728.222229,2759.487854,4115.949097,6602.724609,4409.114136,,4363.157593
Q8IVL0,Neuron navigator 3 OS=Homo sapiens OX=9606 GN=NAV3 PE=1 SV=3,18391.24219,13535.22656,13660.31348,21711.67773,16726.82227,22450.74609,16985.67773,17307.48633,9497.167969,17171.64844,20042.36914
Q6NSW5,Putative protein FAM45B OS=Homo sapiens OX=9606 GN=FAM45BP PE=5 SV=1,5388.960449,7103.194824,5725.140137,9825.382813,4977.081543,6723.977539,6896.268555,10443.6084,5765.182617,4915.67334,12556.74512
Q9NT68,Teneurin-2 OS=Homo sapiens OX=9606 GN=TENM2 PE=1 SV=3,134421.7031,329615.875,305410.8438,306273,249484.8125,274713.75,177431.2344,236089.4063,161450.8594,172268.3906,325300.4063
Q96A65,Exocyst complex component 4 OS=Homo sapiens OX=9606 GN=EXOC4 PE=1 SV=1,50102.3125,34252.88281,47228.61719,47737.36328,42209.28125,41049.98047,35919.19141,44550.83594,32954.87891,33517.87109,62978.83594
P00533,Epidermal growth factor receptor OS=Homo sapiens OX=9606 GN=EGFR PE=1 SV=2,3717.252686,5740.467285,14000.50195,9452.619141,9009.538086,18547.49023,10548.23828,12891.39355,7869.549805,8315.048828,13173.90039
P48539,Calmodulin regulator protein PCP4 OS=Homo sapiens OX=9606 GN=PCP4 PE=1 SV=3,15875.35449,12819.14355,12876.23242,14882.81934,13550.61621,16646.99805,10215.88477,12515.00195,7190.470215,12455.23242,18114.95313
P0DP73,Beta-defensin 130B OS=Homo sapiens OX=9606 GN=DEFB130B PE=2 SV=1,42549.08984,28302.78125,32088.35742,40412.0625,25893.05469,32135.8125,26687.67578,29183.69922,26162.27344,39623.78516,29553.11328
Q9UKW4,Guanine nucleotide exchange factor VAV3 OS=Homo sapiens OX=9606 GN=VAV3 PE=1 SV=1,5212.148438,5712.525391,8023.867676,11573.58398,6036.619141,11001.90625,7114.115234,6575.166992,7331.518555,8025.954102,11097.35645
O15534,Period circadian protein homolog 1 OS=Homo sapiens OX=9606 GN=PER1 PE=1 SV=2,183755.4688,187404.5781,200050.9063,169252.5938,207399.2031,152316.7813,131798.6094,269985.1563,132658.0156,183211.6094,251073.1094
O60318,Germinal-center associated nuclear protein OS=Homo sapiens OX=9606 GN=MCM3AP PE=1 SV=2,25841.35742,19645.30469,17220.55664,23072.54102,24107.3457,24736.32422,20609.05078,22658.41406,19088.18945,20588.66992,24994.14844
Q9UQF2,C-Jun-amino-terminal kinase-interacting protein 1 OS=Homo sapiens OX=9606 GN=MAPK8IP1 PE=1 SV=1,40613.37012,40327.24219,14377.35938,19497.46875,44372.85645,17285.59424,9481.483887,19728.16992,7380.837891,15873.68408,21603.34277
Q4VNC0,Probable cation-transporting ATPase 13A5 OS=Homo sapiens OX=9606 GN=ATP13A5 PE=2 SV=1,8581.334961,7585.390137,11916.71777,9590.75,9327.135742,11495.8916,10074.86328,45120.92969,10313.4043,10222.22266,13259.03711
A6NK97,Solute carrier family 22 member 20 OS=Homo sapiens OX=9606 GN=SLC22A20P PE=2 SV=1,4472.171387,4889.970215,5468.254883,3406.499268,3418.814453,3231.507813,2059.160156,4853.291992,2587.876465,2664.653809,3289.512939
A6NE02,BTB/POZ domain-containing protein 17 OS=Homo sapiens OX=9606 GN=BTBD17 PE=3 SV=1,,,,,,,,,,,
P10451,Osteopontin OS=Homo sapiens OX=9606 GN=SPP1 PE=1 SV=1,48130.89258,48359.44043,40264.08691,64290.91992,45049.94238,66527.17969,38265.38672,47279.75098,38712.76758,34051.46191,51854.91797
P52738,Zinc finger protein 140 OS=Homo sapiens OX=9606 GN=ZNF140 PE=2 SV=2,18103.97021,15651.90674,11420.73413,17171.76123,10054.54834,19282.65381,17352.90674,14454.97852,12128.1958,14648.03027,18894.60352
O15381,Nuclear valosin-containing protein-like OS=Homo sapiens OX=9606 GN=NVL PE=1 SV=1,16970.44922,15917.76953,16811.48242,18841.48047,15743.71582,18938.6582,17380.56055,19028.30859,11719.75195,17539.31055,24113.54102
Q15825,Neuronal acetylcholine receptor subunit alpha-6 OS=Homo sapiens OX=9606 GN=CHRNA6 PE=1 SV=1,35081.44922,41487.44141,21260.76172,29210.05273,50136.81641,31826.39063,29107.25195,25814.41602,21150.17188,22325.17773,25416.26563
Q14995,Nuclear receptor subfamily 1 group D member 2 OS=Homo sapiens OX=9606 GN=NR1D2 PE=1 SV=3,37069.39453,33626.32617,27121.38281,35449.02246,35861.99707,30419.13867,35014.06055,30940.3623,31271.94434,31347.01758,30808.92188
Q18PE1,Protein Dok-7 OS=Homo sapiens OX=9606 GN=DOK7 PE=1 SV=1,3167.350098,5492.645996,2872.780273,3101.857178,4063.860596,5373.991699,5484.53125,3886.710693,,4544.246094,2537.370605
Q5SXM2,snRNA-activating protein complex subunit 4 OS=Homo sapiens OX=9606 GN=SNAPC4 PE=1 SV=1,5070.058594,4114.758789,5888.631836,6350.032227,4175.736328,8035.395508,4623.652832,4389.565918,3628.964355,4532.707031,4840.035156
Q8NFW1,Collagen alpha-1(XXII) chain OS=Homo sapiens OX=9606 GN=COL22A1 PE=2 SV=2,27827.69336,25270.04492,20852.05078,28666.17578,22901.75195,27028.75391,17772.75977,27344.59375,19240.90234,33952.14453,39801.16406
